Level;Code;Code;Description;Self-explanatory texts in English;Self-explanatory texts in French;Self-explanatory texts in German
4;590610000080;5906.10;- Cintas adhesivas de anchura inferior o igual a 20 cm;Adhesive tape of rubberised textile fabrics, of a width of <= 20 cm (excl. that impregnated or coated with pharmaceutical substances or put up for retail sale for medical, surgical, dental or veterinary purposes);Rubans adhésifs en tissus caoutchoutés, d'une largeur <= 20 cm (à l'excl. des rubans adhésifs imprégnés ou recouverts de substances pharmaceutiques ou conditionnés pour la vente au détail à des fins médicales, chirurgicales, dentaires ou vétérinaires);Klebebänder aus kautschutiertem Gewebe, mit einer Breite von <= 20 cm (ausg. mit medikamentösen Stoffen getränkt oder überzogen oder in Aufmachungen für den Einzelverkauf zu medizinischen, chirurgischen, zahn- oder tierärztlichen Zwecken )
4;590691000010;;- Las demás;;;
5;590691000080;5906.91;-- De punto;Knitted or crocheted textile fabrics, rubberised, n.e.s.;Tissus caoutchoutés de bonneterie, n.d.a.;Gewebe aus Gewirken oder Gestricken, kautschutiert, a.n.g.
5;590699000080;5906.99;-- Las demás;Rubberised textile fabrics (excl. knitted or crocheted textile fabrics, adhesive tape of a width of <= 20 cm, and tyre cord fabric of high-tenacity yarn of nylon or other polyamides, polyesters or viscose rayon);Tissus caoutchoutés (à l'excl. des tissus de bonneterie, des rubans adhésifs d'une largeur <= 20 cm et des nappes tramées pour pneumatiques obtenues à partir de fils à haute ténacité de nylon ou d'autres polyamides, de polyesters ou de rayonnne viscose);Gewebe, kautschutiert (ausg. aus Gewirken oder Gestricken, Klebebänder, mit einer Breite von <= 20 cm sowie Reifencordgewebe aus hochfesten Garnen aus Nylon oder anderen Polyamiden, Polyestern oder Viskose)
3;590700000080;5907.00;" Las demás telas impregnadas, recubiertas o revestidas; lienzos pintados para decoraciones de teatro, fondos de estudio o usos análogos";"Impregnated, coated or covered textile fabrics; painted canvas being theatrical scenery, studio backcloths or the like, n.e.s.";"Tissus imprégnés, enduits ou recouverts, n.d.a.; toiles peintes pour décors de théâtres, fonds d'atelier ou usages analogues";Gewebe, getränkt, bestrichen oder überzogen sowie bemalte Gewebe für Theaterdekorationen, Atelierhintergründe oder dergl., a.n.g.
3;590800000080;5908.00;" Mechas de materia textil tejida, trenzada o de punto, para lámparas, hornillos, mecheros, velas o similares; manguitos de incandescencia y tejidos de punto tubulares utilizados para su fabricación, incluso impregnados";"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas-mantle fabric for incandescent gas mantles, whether or not impregnated (excl. wax-covered wicks of the taper variety, fuses and detonating fuses, wicks in the form of textile yarn and glass-fibre wicks)";"Mèches tissées, tressées ou tricotées, en matières textiles, pour lampes, réchauds, briquets, bougies ou simil.; manchons à incandescence et étoffes tubulaires tricotées servant à leur fabrication, même imprégnés (à l'excl. des mèches recouvertes de cires [du genre des rats de caves du n° 3406], des mèches et des cordeaux détonants ainsi que des mèches consistant en fils textiles ou en fibres de verre)";Dochte, gewebt, geflochten, gewirkt oder gestrickt, aus Spinnstoffen, für Lampen, Kocher, Feuerzeuge, Kerzen oder dergl. sowie Glühstrümpfe und schlauchförmige Gewirke oder Gestricke für Glühstrümpfe, auch getränkt (ausg. Dochte, mit Wachs überzogen, nach Art der Wachsstöcke, Zündschnüre und Sprengzündschnüre, Dochte in Gestalt von Spinnststoffgarnen sowie Dochte aus Glasfasern)
3;590900000080;5909.00; Mangueras para bombas y tubos similares, de materia textil, incluso con armadura o accesorios de otras materias;Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or without lining, armour or accessories of other materials;Tuyaux pour pompes et tuyaux simil., en matières textiles, même imprégnés ou enduits, même avec armatures ou accessoires en autres matières;Pumpenschläuche und ähnl. Schläuche, aus Spinnstoffen, auch getränkt oder bestrichen oder mit Armaturen oder Zubehör aus anderen Stoffen
3;591000000080;5910.00; Correas transportadoras o de transmisión, de materia textil, incluso impregnadas, recubiertas, revestidas o estratificadas con plástico o reforzadas con metal u otra materia;Transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material (excl. those of a thickness of < 3 mm and of indeterminate length or cut to length only, and those impregnated, coated, covered or laminated with rubber or made of yarn or cord impregnated or coated with rubber);Courroies transporteuses ou de transmission en matières textiles, même imprégnées, enduites, recouvertes de matière plastique ou stratifiées avec de la matière plastique ou renforcées de métal ou d'autres matières (sauf produits d'une épaisseur < 3 mm, présentés en longueur indéterminée ou découpés en longueur, courroies consistant en tissus imprégnés, enduits, recouverts ou stratifiés avec du caoutchouc ou bien fabriquées au moyen de fils ou ficelles préalablement imprégnés, enduits, recouverts ou gainés de caoutchouc);Förderbänder und Treibriemen, aus Spinnstoffen, auch mit Kunststoff getränkt, bestrichen, überzogen oder mit Lagen aus Kunststoff versehen oder mit Metall oder anderen Stoffen verstärkt (ausg. mit einer Stärke von < 3 mm, sofern von unbestimmter Länge oder nur auf Länge zugeschnitten sowie mit Kautschuk getränkt, bestrichen, überzogen oder mit Lagen aus Kautschuk versehen oder aus mit Kautschuk getränkten oder bestrichenen Garnen oder Bindfäden hergestellt)
3;591100000080;59.11; Productos y artículos textiles para usos técnicos mencionados en la nota 7 de este capítulo;Textile products and articles, for technical use, specified in Note 7 to chapter 59;Produits et articles textiles pour usages techniques, visés à la note 7 du présent chapitre, en matières textiles;Erzeugnisse und Waren des technischen Bedarfs, aus Spinnstoffen, aufgeführt in Anmerkung 7 zu Kapitel 59
4;591110000080;5911.10;- Telas, fieltro y tejidos forrados de fieltro, combinados con una o varias capas de caucho, cuero u otra materia, de los tipos utilizados para la fabricación de guarniciones de cardas y productos análogos para otros usos técnicos, incluidas las cintas de terciopelo impregnadas de caucho para forrar enjulios;"Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, leather or other material, of a kind used for card clothing, and similar fabrics of a kind used for other technical purposes, incl. narrow fabrics made of velvet impregnated with rubber, for covering weaving spindles ""weaving beams""";Tissus, feutres et tissus doublés de feutre, combinés avec une ou plusieurs couches de caoutchouc, de cuir ou d'autres matières, des types utilisés pour la fabrication de garnitures de cardes, et produits analogues pour d'autres usages techniques, y.c. les rubans de velours, imprégnés de caoutchouc, pour le recouvrement des ensouples;"Gewebe, Filze oder mit Filz belegte Gewebe, mit Kautschuk oder anderen Stoffen bestrichen oder überzogen oder mit Lagen aus Kautschuk, Leder oder anderen Stoffen versehen, von der zum Herstellen von Kratzengarnituren verwendeten Art sowie ähnl. Erzeugnisse zu anderen technischen Zwecken ""einschl. Bänder aus mit Kautschuk getränktem Samt zum Überziehen von Kett- oder Warenbäumen"""
4;591120000080;5911.20;- Gasas y telas para cerner, incluso confeccionadas;Bolting cloth, whether or not made up;Gazes et toiles à bluter, même confectionnées;Müllergaze, auch konfektioniert
4;591131000010;;- Telas y fieltros sin fin o con dispositivos de unión, de los tipos utilizados en las máquinas de fabricar papel o en máquinas similares (por ejemplo: para pasta, para amiantocemento);;;
5;591131000080;5911.31;-- De peso inferior a 650 g/m²;Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking or similar machines, e.g. for paper pulp or asbestos-cement, weighing < 650 g/m²;Tissus et feutres sans fin ou munis de moyens de jonction, des types utilisés sur les machines à papier ou sur des machines simil. [à pâte, à amiante-ciment, p.ex.], d'un poids < 650 g/m²;"Gewebe und Filze, endlos oder mit Verbindungsvorrichtungen, von der auf Papiermaschinen oder ähnl. Maschinen verwendeten Art ""z.B. zum Herstellen von Papierhalbstoff oder Asbestzement"", mit einem Gewicht von < 650 g/m²"
5;591132000080;5911.32;-- De peso superior o igual a 650 g/m²;Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking or similar machines, e.g. for paper pulp or asbestos-cement, weighing >= 650 g/m²;Tissus et feutres sans fin ou munis de moyens de jonction, des types utilisés sur les machines à papier ou sur des machines simil. [à pâte, à amiante-ciment, p.ex.], d'un poids >= 650 g/m²;"Gewebe und Filze, endlos oder mit Verbindungsvorrichtungen, von der auf Papiermaschinen oder ähnl. Maschinen verwendeten Art ""z.B. zum Herstellen von Papierhalbstoff oder Asbestzement"", mit einem Gewicht von >= 650 g/m²"
4;591140000080;5911.40;- Capachos y telas gruesas de los tipos utilizados en las prensas de aceite o para usos técnicos análogos, incluidos los de cabello;Straining cloth of a kind used in oil-presses or for similar technical purposes, incl. that of human hair;Étreindelles et tissus épais des types utilisés sur des presses d'huilerie ou pour des usages techniques analogues, y.c. ceux en cheveux;Filtertücher, von der zum Pressen von Öl oder zu ähnl. technischen Zwecken verwendeten Art, auch aus Menschenhaaren
4;591190000080;5911.90;- Los demás;Textile products and articles, for technical purposes, specified in Note 7 to chapter 59, n.e.s.;Produits et articles textiles pour usages techniques, en matières textiles, visés à la note 7 du présent chapitre, n.d.a.;Erzeugnisse und Waren des technischen Bedarfs, aus Spinnstoffen, aufgeführt in Anmerkung 7 zu Kapitel 59, a.n.g.
2;600021000090;60; CAPÍTULO 60 - TEJIDOS DE PUNTO;KNITTED OR CROCHETED FABRICS;ÉTOFFES DE BONNETERIE;GEWIRKE UND GESTRICKE
3;600100000080;60.01; Terciopelo, felpa, incluidos los tejidos de punto «de pelo largo», y tejidos con bucles, de punto;"Pile fabrics, incl. ""long pile"" fabrics and terry fabrics, knitted or crocheted";"Velours, peluches, y.c. les étoffes dites ""à longs poils"", et étoffes bouclées, en bonneterie";"Samt und Plüsch ""einschl. Hochflorerzeugnisse"", gewirkt oder gestrickt, Schlingengewirke und Schlingengestricke"
4;600110000080;6001.10;- Tejidos «de pelo largo»;Long pile fabrics, knitted or crocheted;"Étoffes dites ""à longs poils"", en bonneterie";"""Hochflorerzeugnisse"", gewirkt oder gestrickt"
4;600121000010;;- Tejidos con bucles;;;
5;600121000080;6001.21;-- De algodón;Looped pile fabrics of cotton, knitted or crocheted;Étoffes à boucles, en bonneterie, de coton;Schlingengewirke und Schlingengestricke, aus Baumwolle
5;600122000080;6001.22;-- De fibras sintéticas o artificiales;Looped pile fabrics of man-made fibres, knitted or crocheted;Étoffes à boucles, en bonneterie, de fibres synthétiques ou artificielles;Schlingengewirke und Schlingengestricke, aus Chemiefasern
5;600129000080;6001.29;-- De las demás materias textiles;Looped pile fabrics, knitted or crocheted (excl. of cotton or man-made fibres);Étoffes à boucles, en bonneterie (autres que de coton, de fibres synthétiques ou artificielles);Schlingengewirke und Schlingengestricke (ausg. aus Baumwolle oder Chemiefasern)
4;600191000010;;- Los demás;;;
5;600191000080;6001.91;-- De algodón;"Pile fabrics of cotton, knitted or crocheted (excl. ""long pile"" fabrics)";"Velours et peluches, en bonneterie, de coton (à l'excl. des étoffes dites ""à longs poils"")";Samt und Plüsch, gewirkt oder gestrickt, aus Baumwolle (ausg. Hochflorerzeugnisse)
5;600192000080;6001.92;-- De fibras sintéticas o artificiales;"Pile fabrics of man-made fibres, knitted or crocheted (excl. ""long pile"" fabrics)";"Velours et peluches, en bonneterie, de fibres synthétiques ou artificielles (à l'excl. des étoffes dites ""à longs poils"")";Samt und Plüsch, gewirkt oder gestrickt, aus Chemiefasern (ausg. Hochflorerzeugnisse)
5;600199000080;6001.99;-- De las demás materias textiles;"Pile fabrics, knitted or crocheted (excl. cotton or man-made fibres and ""long pile"" fabrics)";"Velours et peluches, en bonneterie (autres que de coton, de fibres synthétiques ou artificielles et à l'excl. des étoffes dites ""à longs poils"")";Samt und Plüsch, gewirkt oder gestrickt (ausg. aus Baumwolle oder Chemiefasern sowie Hochflorerzeugnisse)
3;600200000080;60.02; Tejidos de punto de anchura inferior o igual a 30 cm, con un contenido de hilados de elastómeros o de hilos de caucho superior o igual al 5 % en peso (excepto los de la partida 6001);"Knitted or crocheted fabrics, of a width <=  30 cm, containing by weight >= 5% of elastomeric yarn or  rubber thread (excl. pile fabrics, incl. ""long pile"", looped pile fabrics, labels, badges and similar articles, and knitted or crocheted fabrics, impregnated, coated, covered or laminated)";"Étoffes de bonneterie d'une largeur <= 30 cm, contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc (à l'excl. des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)";Gewirke und Gestricke, mit einer Breite von <= 30 cm und mit einem Anteil an Elastomergarnen oder Kautschukfäden von >= 5 GHT (ausg. Samt, Plüsch [einschl. Hochflorerzeugnisse], Schlingengewirke und Schlingengestricke, Etiketten, Abzeichen und ähnl. Waren sowie Gewirke oder Gestricke, getränkt, bestrichen, überzogen oder mit Lagen versehen)
